service_area_number,origin_service_area,services_schedule,season,weight_lower,weight_upper,miles_lower,miles_upper,escalation_number,rate
656.0,"Pendleton, OR",3,NonPeak,5000,9999,1001,1500,0,$5.195
656.0,"Pendleton, OR",3,NonPeak,5000,9999,1501,2000,0,$5.631
656.0,"Pendleton, OR",3,NonPeak,5000,9999,2001,2500,0,$6.068
656.0,"Pendleton, OR",3,NonPeak,5000,9999,2501,3000,0,$6.504
656.0,"Pendleton, OR",3,NonPeak,5000,9999,3001,3500,0,$6.940
656.0,"Pendleton, OR",3,NonPeak,5000,9999,3501,4000,0,$7.376
656.0,"Pendleton, OR",3,NonPeak,5000,9999,4001,999999,0,$25.612
656.0,"Pendleton, OR",3,NonPeak,10000,999999,0,250,0,$9.935
656.0,"Pendleton, OR",3,NonPeak,10000,999999,251,500,0,$10.153
656.0,"Pendleton, OR",3,NonPeak,10000,999999,501,1000,0,$10.589
656.0,"Pendleton, OR",3,NonPeak,10000,999999,1001,1500,0,$11.026
656.0,"Pendleton, OR",3,NonPeak,10000,999999,1501,2000,0,$11.462
656.0,"Pendleton, OR",3,NonPeak,10000,999999,2001,2500,0,$11.898
656.0,"Pendleton, OR",3,NonPeak,10000,999999,2501,3000,0,$12.334
656.0,"Pendleton, OR",3,NonPeak,10000,999999,3001,3500,0,$12.771
656.0,"Pendleton, OR",3,NonPeak,10000,999999,3501,4000,0,$13.207
656.0,"Pendleton, OR",3,NonPeak,10000,999999,4001,999999,0,$31.443
656.0,"Pendleton, OR",3,Peak,500,4999,0,250,0,$2.293
656.0,"Pendleton, OR",3,Peak,500,4999,251,500,0,$2.524
656.0,"Pendleton, OR",3,Peak,500,4999,501,1000,0,$2.987
656.0,"Pendleton, OR",3,Peak,500,4999,1001,1500,0,$3.450
656.0,"Pendleton, OR",3,Peak,500,4999,1501,2000,0,$3.913
656.0,"Pendleton, OR",3,Peak,500,4999,2001,2500,0,$4.376
656.0,"Pendleton, OR",3,Peak,500,4999,2501,3000,0,$4.839
656.0,"Pendleton, OR",3,Peak,500,4999,3001,3500,0,$5.301
656.0,"Pendleton, OR",3,Peak,500,4999,3501,4000,0,$5.764
656.0,"Pendleton, OR",3,Peak,500,4999,4001,999999,0,$25.112
656.0,"Pendleton, OR",3,Peak,5000,9999,0,250,0,$4.355
656.0,"Pendleton, OR",3,Peak,5000,9999,251,500,0,$4.586
656.0,"Pendleton, OR",3,Peak,5000,9999,501,1000,0,$5.049
656.0,"Pendleton, OR",3,Peak,5000,9999,1001,1500,0,$5.512
656.0,"Pendleton, OR",3,Peak,5000,9999,1501,2000,0,$5.975
656.0,"Pendleton, OR",3,Peak,5000,9999,2001,2500,0,$6.438
656.0,"Pendleton, OR",3,Peak,5000,9999,2501,3000,0,$6.900
656.0,"Pendleton, OR",3,Peak,5000,9999,3001,3500,0,$7.363
656.0,"Pendleton, OR",3,Peak,5000,9999,3501,4000,0,$7.826
656.0,"Pendleton, OR",3,Peak,5000,9999,4001,999999,0,$27.174
656.0,"Pendleton, OR",3,Peak,10000,999999,0,250,0,$10.541
656.0,"Pendleton, OR",3,Peak,10000,999999,251,500,0,$10.772
656.0,"Pendleton, OR",3,Peak,10000,999999,501,1000,0,$11.235
656.0,"Pendleton, OR",3,Peak,10000,999999,1001,1500,0,$11.698
656.0,"Pendleton, OR",3,Peak,10000,999999,1501,2000,0,$12.161
656.0,"Pendleton, OR",3,Peak,10000,999999,2001,2500,0,$12.624
656.0,"Pendleton, OR",3,Peak,10000,999999,2501,3000,0,$13.087
656.0,"Pendleton, OR",3,Peak,10000,999999,3001,3500,0,$13.549
656.0,"Pendleton, OR",3,Peak,10000,999999,3501,4000,0,$14.012
656.0,"Pendleton, OR",3,Peak,10000,999999,4001,999999,0,$33.360
660.0,"Portland, OR",3,NonPeak,500,4999,0,250,0,$2.161
660.0,"Portland, OR",3,NonPeak,500,4999,251,500,0,$2.379
660.0,"Portland, OR",3,NonPeak,500,4999,501,1000,0,$2.815
660.0,"Portland, OR",3,NonPeak,500,4999,1001,1500,0,$3.252
660.0,"Portland, OR",3,NonPeak,500,4999,1501,2000,0,$3.688
660.0,"Portland, OR",3,NonPeak,500,4999,2001,2500,0,$4.124
660.0,"Portland, OR",3,NonPeak,500,4999,2501,3000,0,$4.560
660.0,"Portland, OR",3,NonPeak,500,4999,3001,3500,0,$4.997
660.0,"Portland, OR",3,NonPeak,500,4999,3501,4000,0,$5.433
660.0,"Portland, OR",3,NonPeak,500,4999,4001,999999,0,$23.669
660.0,"Portland, OR",3,NonPeak,5000,9999,0,250,0,$4.105
660.0,"Portland, OR",3,NonPeak,5000,9999,251,500,0,$4.323
660.0,"Portland, OR",3,NonPeak,5000,9999,501,1000,0,$4.759
660.0,"Portland, OR",3,NonPeak,5000,9999,1001,1500,0,$5.195
660.0,"Portland, OR",3,NonPeak,5000,9999,1501,2000,0,$5.631
660.0,"Portland, OR",3,NonPeak,5000,9999,2001,2500,0,$6.068
660.0,"Portland, OR",3,NonPeak,5000,9999,2501,3000,0,$6.504
660.0,"Portland, OR",3,NonPeak,5000,9999,3001,3500,0,$6.940
660.0,"Portland, OR",3,NonPeak,5000,9999,3501,4000,0,$7.376
660.0,"Portland, OR",3,NonPeak,5000,9999,4001,999999,0,$25.612
660.0,"Portland, OR",3,NonPeak,10000,999999,0,250,0,$9.935
660.0,"Portland, OR",3,NonPeak,10000,999999,251,500,0,$10.153
660.0,"Portland, OR",3,NonPeak,10000,999999,501,1000,0,$10.589
660.0,"Portland, OR",3,NonPeak,10000,999999,1001,1500,0,$11.026
660.0,"Portland, OR",3,NonPeak,10000,999999,1501,2000,0,$11.462
660.0,"Portland, OR",3,NonPeak,10000,999999,2001,2500,0,$11.898
660.0,"Portland, OR",3,NonPeak,10000,999999,2501,3000,0,$12.334
660.0,"Portland, OR",3,NonPeak,10000,999999,3001,3500,0,$12.771
660.0,"Portland, OR",3,NonPeak,10000,999999,3501,4000,0,$13.207
660.0,"Portland, OR",3,NonPeak,10000,999999,4001,999999,0,$31.443
660.0,"Portland, OR",3,Peak,500,4999,0,250,0,$2.293
660.0,"Portland, OR",3,Peak,500,4999,251,500,0,$2.524
660.0,"Portland, OR",3,Peak,500,4999,501,1000,0,$2.987
660.0,"Portland, OR",3,Peak,500,4999,1001,1500,0,$3.450
660.0,"Portland, OR",3,Peak,500,4999,1501,2000,0,$3.913
660.0,"Portland, OR",3,Peak,500,4999,2001,2500,0,$4.376
660.0,"Portland, OR",3,Peak,500,4999,2501,3000,0,$4.839
660.0,"Portland, OR",3,Peak,500,4999,3001,3500,0,$5.301
660.0,"Portland, OR",3,Peak,500,4999,3501,4000,0,$5.764
660.0,"Portland, OR",3,Peak,500,4999,4001,999999,0,$25.112
660.0,"Portland, OR",3,Peak,5000,9999,0,250,0,$4.355
660.0,"Portland, OR",3,Peak,5000,9999,251,500,0,$4.586
660.0,"Portland, OR",3,Peak,5000,9999,501,1000,0,$5.049
660.0,"Portland, OR",3,Peak,5000,9999,1001,1500,0,$5.512
660.0,"Portland, OR",3,Peak,5000,9999,1501,2000,0,$5.975
660.0,"Portland, OR",3,Peak,5000,9999,2001,2500,0,$6.438
660.0,"Portland, OR",3,Peak,5000,9999,2501,3000,0,$6.900
660.0,"Portland, OR",3,Peak,5000,9999,3001,3500,0,$7.363
660.0,"Portland, OR",3,Peak,5000,9999,3501,4000,0,$7.826
660.0,"Portland, OR",3,Peak,5000,9999,4001,999999,0,$27.174
660.0,"Portland, OR",3,Peak,10000,999999,0,250,0,$10.541
660.0,"Portland, OR",3,Peak,10000,999999,251,500,0,$10.772
660.0,"Portland, OR",3,Peak,10000,999999,501,1000,0,$11.235
660.0,"Portland, OR",3,Peak,10000,999999,1001,1500,0,$11.698
660.0,"Portland, OR",3,Peak,10000,999999,1501,2000,0,$12.161
660.0,"Portland, OR",3,Peak,10000,999999,2001,2500,0,$12.624
660.0,"Portland, OR",3,Peak,10000,999999,2501,3000,0,$13.087
660.0,"Portland, OR",3,Peak,10000,999999,3001,3500,0,$13.549
660.0,"Portland, OR",3,Peak,10000,999999,3501,4000,0,$14.012
660.0,"Portland, OR",3,Peak,10000,999999,4001,999999,0,$33.360
664,"Altoona, PA",3,NonPeak,500,4999,0,250,0,$2.161
664,"Altoona, PA",3,NonPeak,500,4999,251,500,0,$2.379
664,"Altoona, PA",3,NonPeak,500,4999,501,1000,0,$2.815
664,"Altoona, PA",3,NonPeak,500,4999,1001,1500,0,$3.252
664,"Altoona, PA",3,NonPeak,500,4999,1501,2000,0,$3.688
664,"Altoona, PA",3,NonPeak,500,4999,2001,2500,0,$4.124
664,"Altoona, PA",3,NonPeak,500,4999,2501,3000,0,$4.560
664,"Altoona, PA",3,NonPeak,500,4999,3001,3500,0,$4.997
664,"Altoona, PA",3,NonPeak,500,4999,3501,4000,0,$5.433
664,"Altoona, PA",3,NonPeak,500,4999,4001,999999,0,$23.669
664,"Altoona, PA",3,NonPeak,5000,9999,0,250,0,$4.105
664,"Altoona, PA",3,NonPeak,5000,9999,251,500,0,$4.323
664,"Altoona, PA",3,NonPeak,5000,9999,501,1000,0,$4.759
664,"Altoona, PA",3,NonPeak,5000,9999,1001,1500,0,$5.195
664,"Altoona, PA",3,NonPeak,5000,9999,1501,2000,0,$5.631
664,"Altoona, PA",3,NonPeak,5000,9999,2001,2500,0,$6.068
664,"Altoona, PA",3,NonPeak,5000,9999,2501,3000,0,$6.504
664,"Altoona, PA",3,NonPeak,5000,9999,3001,3500,0,$6.940
664,"Altoona, PA",3,NonPeak,5000,9999,3501,4000,0,$7.376
664,"Altoona, PA",3,NonPeak,5000,9999,4001,999999,0,$25.612
664,"Altoona, PA",3,NonPeak,10000,999999,0,250,0,$9.935
664,"Altoona, PA",3,NonPeak,10000,999999,251,500,0,$10.153
664,"Altoona, PA",3,NonPeak,10000,999999,501,1000,0,$10.589
664,"Altoona, PA",3,NonPeak,10000,999999,1001,1500,0,$11.026
664,"Altoona, PA",3,NonPeak,10000,999999,1501,2000,0,$11.462
664,"Altoona, PA",3,NonPeak,10000,999999,2001,2500,0,$11.898
664,"Altoona, PA",3,NonPeak,10000,999999,2501,3000,0,$12.334
664,"Altoona, PA",3,NonPeak,10000,999999,3001,3500,0,$12.771
664,"Altoona, PA",3,NonPeak,10000,999999,3501,4000,0,$13.207
664,"Altoona, PA",3,NonPeak,10000,999999,4001,999999,0,$31.443
664,"Altoona, PA",3,Peak,500,4999,0,250,0,$2.293
664,"Altoona, PA",3,Peak,500,4999,251,500,0,$2.524
664,"Altoona, PA",3,Peak,500,4999,501,1000,0,$2.987
664,"Altoona, PA",3,Peak,500,4999,1001,1500,0,$3.450
664,"Altoona, PA",3,Peak,500,4999,1501,2000,0,$3.913
664,"Altoona, PA",3,Peak,500,4999,2001,2500,0,$4.376
664,"Altoona, PA",3,Peak,500,4999,2501,3000,0,$4.839
664,"Altoona, PA",3,Peak,500,4999,3001,3500,0,$5.301
664,"Altoona, PA",3,Peak,500,4999,3501,4000,0,$5.764
664,"Altoona, PA",3,Peak,500,4999,4001,999999,0,$25.112
664,"Altoona, PA",3,Peak,5000,9999,0,250,0,$4.355
664,"Altoona, PA",3,Peak,5000,9999,251,500,0,$4.586
664,"Altoona, PA",3,Peak,5000,9999,501,1000,0,$5.049
664,"Altoona, PA",3,Peak,5000,9999,1001,1500,0,$5.512
664,"Altoona, PA",3,Peak,5000,9999,1501,2000,0,$5.975
664,"Altoona, PA",3,Peak,5000,9999,2001,2500,0,$6.438
664,"Altoona, PA",3,Peak,5000,9999,2501,3000,0,$6.900
664,"Altoona, PA",3,Peak,5000,9999,3001,3500,0,$7.363
664,"Altoona, PA",3,Peak,5000,9999,3501,4000,0,$7.826
664,"Altoona, PA",3,Peak,5000,9999,4001,999999,0,$27.174
664,"Altoona, PA",3,Peak,10000,999999,0,250,0,$10.541
664,"Altoona, PA",3,Peak,10000,999999,251,500,0,$10.772
664,"Altoona, PA",3,Peak,10000,999999,501,1000,0,$11.235
664,"Altoona, PA",3,Peak,10000,999999,1001,1500,0,$11.698
664,"Altoona, PA",3,Peak,10000,999999,1501,2000,0,$12.161
664,"Altoona, PA",3,Peak,10000,999999,2001,2500,0,$12.624
664,"Altoona, PA",3,Peak,10000,999999,2501,3000,0,$13.087
664,"Altoona, PA",3,Peak,10000,999999,3001,3500,0,$13.549
664,"Altoona, PA",3,Peak,10000,999999,3501,4000,0,$14.012
664,"Altoona, PA",3,Peak,10000,999999,4001,999999,0,$33.360
668.0,"Erie, PA",2,NonPeak,500,4999,0,250,0,$2.161
668.0,"Erie, PA",2,NonPeak,500,4999,251,500,0,$2.379
668.0,"Erie, PA",2,NonPeak,500,4999,501,1000,0,$2.815
668.0,"Erie, PA",2,NonPeak,500,4999,1001,1500,0,$3.252
668.0,"Erie, PA",2,NonPeak,500,4999,1501,2000,0,$3.688
668.0,"Erie, PA",2,NonPeak,500,4999,2001,2500,0,$4.124
668.0,"Erie, PA",2,NonPeak,500,4999,2501,3000,0,$4.560
668.0,"Erie, PA",2,NonPeak,500,4999,3001,3500,0,$4.997
668.0,"Erie, PA",2,NonPeak,500,4999,3501,4000,0,$5.433
668.0,"Erie, PA",2,NonPeak,500,4999,4001,999999,0,$23.669
668.0,"Erie, PA",2,NonPeak,5000,9999,0,250,0,$4.105
668.0,"Erie, PA",2,NonPeak,5000,9999,251,500,0,$4.323
668.0,"Erie, PA",2,NonPeak,5000,9999,501,1000,0,$4.759
668.0,"Erie, PA",2,NonPeak,5000,9999,1001,1500,0,$5.195
668.0,"Erie, PA",2,NonPeak,5000,9999,1501,2000,0,$5.631
668.0,"Erie, PA",2,NonPeak,5000,9999,2001,2500,0,$6.068
668.0,"Erie, PA",2,NonPeak,5000,9999,2501,3000,0,$6.504
668.0,"Erie, PA",2,NonPeak,5000,9999,3001,3500,0,$6.940
668.0,"Erie, PA",2,NonPeak,5000,9999,3501,4000,0,$7.376
668.0,"Erie, PA",2,NonPeak,5000,9999,4001,999999,0,$25.612
668.0,"Erie, PA",2,NonPeak,10000,999999,0,250,0,$9.935
668.0,"Erie, PA",2,NonPeak,10000,999999,251,500,0,$10.153
668.0,"Erie, PA",2,NonPeak,10000,999999,501,1000,0,$10.589
668.0,"Erie, PA",2,NonPeak,10000,999999,1001,1500,0,$11.026
668.0,"Erie, PA",2,NonPeak,10000,999999,1501,2000,0,$11.462
668.0,"Erie, PA",2,NonPeak,10000,999999,2001,2500,0,$11.898
668.0,"Erie, PA",2,NonPeak,10000,999999,2501,3000,0,$12.334
668.0,"Erie, PA",2,NonPeak,10000,999999,3001,3500,0,$12.771
668.0,"Erie, PA",2,NonPeak,10000,999999,3501,4000,0,$13.207
668.0,"Erie, PA",2,NonPeak,10000,999999,4001,999999,0,$31.443
668.0,"Erie, PA",2,Peak,500,4999,0,250,0,$2.293
668.0,"Erie, PA",2,Peak,500,4999,251,500,0,$2.524
668.0,"Erie, PA",2,Peak,500,4999,501,1000,0,$2.987
668.0,"Erie, PA",2,Peak,500,4999,1001,1500,0,$3.450
668.0,"Erie, PA",2,Peak,500,4999,1501,2000,0,$3.913
668.0,"Erie, PA",2,Peak,500,4999,2001,2500,0,$4.376
668.0,"Erie, PA",2,Peak,500,4999,2501,3000,0,$4.839
668.0,"Erie, PA",2,Peak,500,4999,3001,3500,0,$5.301
668.0,"Erie, PA",2,Peak,500,4999,3501,4000,0,$5.764
668.0,"Erie, PA",2,Peak,500,4999,4001,999999,0,$25.112
668.0,"Erie, PA",2,Peak,5000,9999,0,250,0,$4.355
668.0,"Erie, PA",2,Peak,5000,9999,251,500,0,$4.586
668.0,"Erie, PA",2,Peak,5000,9999,501,1000,0,$5.049
668.0,"Erie, PA",2,Peak,5000,9999,1001,1500,0,$5.512
668.0,"Erie, PA",2,Peak,5000,9999,1501,2000,0,$5.975
668.0,"Erie, PA",2,Peak,5000,9999,2001,2500,0,$6.438
668.0,"Erie, PA",2,Peak,5000,9999,2501,3000,0,$6.900
668.0,"Erie, PA",2,Peak,5000,9999,3001,3500,0,$7.363
668.0,"Erie, PA",2,Peak,5000,9999,3501,4000,0,$7.826
668.0,"Erie, PA",2,Peak,5000,9999,4001,999999,0,$27.174
668.0,"Erie, PA",2,Peak,10000,999999,0,250,0,$10.541
668.0,"Erie, PA",2,Peak,10000,999999,251,500,0,$10.772
668.0,"Erie, PA",2,Peak,10000,999999,501,1000,0,$11.235
668.0,"Erie, PA",2,Peak,10000,999999,1001,1500,0,$11.698
668.0,"Erie, PA",2,Peak,10000,999999,1501,2000,0,$12.161
668.0,"Erie, PA",2,Peak,10000,999999,2001,2500,0,$12.624
668.0,"Erie, PA",2,Peak,10000,999999,2501,3000,0,$13.087
668.0,"Erie, PA",2,Peak,10000,999999,3001,3500,0,$13.549
668.0,"Erie, PA",2,Peak,10000,999999,3501,4000,0,$14.012
668.0,"Erie, PA",2,Peak,10000,999999,4001,999999,0,$33.360
672.0,"Philadelphia, PA",3,NonPeak,500,4999,0,250,0,$2.477
672.0,"Philadelphia, PA",3,NonPeak,500,4999,251,500,0,$2.727
672.0,"Philadelphia, PA",3,NonPeak,500,4999,501,1000,0,$3.228
672.0,"Philadelphia, PA",3,NonPeak,500,4999,1001,1500,0,$3.728
672.0,"Philadelphia, PA",3,NonPeak,500,4999,1501,2000,0,$4.228
672.0,"Philadelphia, PA",3,NonPeak,500,4999,2001,2500,0,$4.728
672.0,"Philadelphia, PA",3,NonPeak,500,4999,2501,3000,0,$5.228
672.0,"Philadelphia, PA",3,NonPeak,500,4999,3001,3500,0,$5.728
672.0,"Philadelphia, PA",3,NonPeak,500,4999,3501,4000,0,$6.228
672.0,"Philadelphia, PA",3,NonPeak,500,4999,4001,999999,0,$27.132
672.0,"Philadelphia, PA",3,NonPeak,5000,9999,0,250,0,$4.705
672.0,"Philadelphia, PA",3,NonPeak,5000,9999,251,500,0,$4.955
672.0,"Philadelphia, PA",3,NonPeak,5000,9999,501,1000,0,$5.455
672.0,"Philadelphia, PA",3,NonPeak,5000,9999,1001,1500,0,$5.955
672.0,"Philadelphia, PA",3,NonPeak,5000,9999,1501,2000,0,$6.455
672.0,"Philadelphia, PA",3,NonPeak,5000,9999,2001,2500,0,$6.956
672.0,"Philadelphia, PA",3,NonPeak,5000,9999,2501,3000,0,$7.456
672.0,"Philadelphia, PA",3,NonPeak,5000,9999,3001,3500,0,$7.956
672.0,"Philadelphia, PA",3,NonPeak,5000,9999,3501,4000,0,$8.456
672.0,"Philadelphia, PA",3,NonPeak,5000,9999,4001,999999,0,$29.360
672.0,"Philadelphia, PA",3,NonPeak,10000,999999,0,250,0,$11.389
672.0,"Philadelphia, PA",3,NonPeak,10000,999999,251,500,0,$11.639
672.0,"Philadelphia, PA",3,NonPeak,10000,999999,501,1000,0,$12.139
672.0,"Philadelphia, PA",3,NonPeak,10000,999999,1001,1500,0,$12.639
672.0,"Philadelphia, PA",3,NonPeak,10000,999999,1501,2000,0,$13.139
672.0,"Philadelphia, PA",3,NonPeak,10000,999999,2001,2500,0,$13.639
672.0,"Philadelphia, PA",3,NonPeak,10000,999999,2501,3000,0,$14.139
672.0,"Philadelphia, PA",3,NonPeak,10000,999999,3001,3500,0,$14.640
672.0,"Philadelphia, PA",3,NonPeak,10000,999999,3501,4000,0,$15.140
672.0,"Philadelphia, PA",3,NonPeak,10000,999999,4001,999999,0,$36.044
672.0,"Philadelphia, PA",3,Peak,500,4999,0,250,0,$2.583
672.0,"Philadelphia, PA",3,Peak,500,4999,251,500,0,$2.843
672.0,"Philadelphia, PA",3,Peak,500,4999,501,1000,0,$3.365
672.0,"Philadelphia, PA",3,Peak,500,4999,1001,1500,0,$3.886
672.0,"Philadelphia, PA",3,Peak,500,4999,1501,2000,0,$4.408
672.0,"Philadelphia, PA",3,Peak,500,4999,2001,2500,0,$4.929
672.0,"Philadelphia, PA",3,Peak,500,4999,2501,3000,0,$5.450
672.0,"Philadelphia, PA",3,Peak,500,4999,3001,3500,0,$5.972
672.0,"Philadelphia, PA",3,Peak,500,4999,3501,4000,0,$6.493
672.0,"Philadelphia, PA",3,Peak,500,4999,4001,999999,0,$28.287
672.0,"Philadelphia, PA",3,Peak,5000,9999,0,250,0,$4.905
672.0,"Philadelphia, PA",3,Peak,5000,9999,251,500,0,$5.166
672.0,"Philadelphia, PA",3,Peak,5000,9999,501,1000,0,$5.687
672.0,"Philadelphia, PA",3,Peak,5000,9999,1001,1500,0,$6.209
672.0,"Philadelphia, PA",3,Peak,5000,9999,1501,2000,0,$6.730
672.0,"Philadelphia, PA",3,Peak,5000,9999,2001,2500,0,$7.252
672.0,"Philadelphia, PA",3,Peak,5000,9999,2501,3000,0,$7.773
672.0,"Philadelphia, PA",3,Peak,5000,9999,3001,3500,0,$8.294
672.0,"Philadelphia, PA",3,Peak,5000,9999,3501,4000,0,$8.816
672.0,"Philadelphia, PA",3,Peak,5000,9999,4001,999999,0,$30.610
672.0,"Philadelphia, PA",3,Peak,10000,999999,0,250,0,$11.874
672.0,"Philadelphia, PA",3,Peak,10000,999999,251,500,0,$12.134
672.0,"Philadelphia, PA",3,Peak,10000,999999,501,1000,0,$12.656
672.0,"Philadelphia, PA",3,Peak,10000,999999,1001,1500,0,$13.177
672.0,"Philadelphia, PA",3,Peak,10000,999999,1501,2000,0,$13.698
672.0,"Philadelphia, PA",3,Peak,10000,999999,2001,2500,0,$14.220
672.0,"Philadelphia, PA",3,Peak,10000,999999,2501,3000,0,$14.741
672.0,"Philadelphia, PA",3,Peak,10000,999999,3001,3500,0,$15.263
672.0,"Philadelphia, PA",3,Peak,10000,999999,3501,4000,0,$15.784
672.0,"Philadelphia, PA",3,Peak,10000,999999,4001,999999,0,$37.578
673.0,"Philadelphia, PA Metro",3,NonPeak,500,4999,0,250,0,$2.161
673.0,"Philadelphia, PA Metro",3,NonPeak,500,4999,251,500,0,$2.379
673.0,"Philadelphia, PA Metro",3,NonPeak,500,4999,501,1000,0,$2.815
673.0,"Philadelphia, PA Metro",3,NonPeak,500,4999,1001,1500,0,$3.252
673.0,"Philadelphia, PA Metro",3,NonPeak,500,4999,1501,2000,0,$3.688
673.0,"Philadelphia, PA Metro",3,NonPeak,500,4999,2001,2500,0,$4.124
673.0,"Philadelphia, PA Metro",3,NonPeak,500,4999,2501,3000,0,$4.560
673.0,"Philadelphia, PA Metro",3,NonPeak,500,4999,3001,3500,0,$4.997
673.0,"Philadelphia, PA Metro",3,NonPeak,500,4999,3501,4000,0,$5.433
673.0,"Philadelphia, PA Metro",3,NonPeak,500,4999,4001,999999,0,$23.669
673.0,"Philadelphia, PA Metro",3,NonPeak,5000,9999,0,250,0,$4.105
673.0,"Philadelphia, PA Metro",3,NonPeak,5000,9999,251,500,0,$4.323
673.0,"Philadelphia, PA Metro",3,NonPeak,5000,9999,501,1000,0,$4.759
673.0,"Philadelphia, PA Metro",3,NonPeak,5000,9999,1001,1500,0,$5.195
673.0,"Philadelphia, PA Metro",3,NonPeak,5000,9999,1501,2000,0,$5.631
673.0,"Philadelphia, PA Metro",3,NonPeak,5000,9999,2001,2500,0,$6.068
673.0,"Philadelphia, PA Metro",3,NonPeak,5000,9999,2501,3000,0,$6.504
673.0,"Philadelphia, PA Metro",3,NonPeak,5000,9999,3001,3500,0,$6.940
673.0,"Philadelphia, PA Metro",3,NonPeak,5000,9999,3501,4000,0,$7.376
673.0,"Philadelphia, PA Metro",3,NonPeak,5000,9999,4001,999999,0,$25.612
673.0,"Philadelphia, PA Metro",3,NonPeak,10000,999999,0,250,0,$9.935
673.0,"Philadelphia, PA Metro",3,NonPeak,10000,999999,251,500,0,$10.153
673.0,"Philadelphia, PA Metro",3,NonPeak,10000,999999,501,1000,0,$10.589
673.0,"Philadelphia, PA Metro",3,NonPeak,10000,999999,1001,1500,0,$11.026
673.0,"Philadelphia, PA Metro",3,NonPeak,10000,999999,1501,2000,0,$11.462
673.0,"Philadelphia, PA Metro",3,NonPeak,10000,999999,2001,2500,0,$11.898
673.0,"Philadelphia, PA Metro",3,NonPeak,10000,999999,2501,3000,0,$12.334
673.0,"Philadelphia, PA Metro",3,NonPeak,10000,999999,3001,3500,0,$12.771
673.0,"Philadelphia, PA Metro",3,NonPeak,10000,999999,3501,4000,0,$13.207
673.0,"Philadelphia, PA Metro",3,NonPeak,10000,999999,4001,999999,0,$31.443
673.0,"Philadelphia, PA Metro",3,Peak,500,4999,0,250,0,$2.293
673.0,"Philadelphia, PA Metro",3,Peak,500,4999,251,500,0,$2.524
673.0,"Philadelphia, PA Metro",3,Peak,500,4999,501,1000,0,$2.987
673.0,"Philadelphia, PA Metro",3,Peak,500,4999,1001,1500,0,$3.450
673.0,"Philadelphia, PA Metro",3,Peak,500,4999,1501,2000,0,$3.913
673.0,"Philadelphia, PA Metro",3,Peak,500,4999,2001,2500,0,$4.376
673.0,"Philadelphia, PA Metro",3,Peak,500,4999,2501,3000,0,$4.839
673.0,"Philadelphia, PA Metro",3,Peak,500,4999,3001,3500,0,$5.301
673.0,"Philadelphia, PA Metro",3,Peak,500,4999,3501,4000,0,$5.764
673.0,"Philadelphia, PA Metro",3,Peak,500,4999,4001,999999,0,$25.112
673.0,"Philadelphia, PA Metro",3,Peak,5000,9999,0,250,0,$4.355
673.0,"Philadelphia, PA Metro",3,Peak,5000,9999,251,500,0,$4.586
673.0,"Philadelphia, PA Metro",3,Peak,5000,9999,501,1000,0,$5.049
673.0,"Philadelphia, PA Metro",3,Peak,5000,9999,1001,1500,0,$5.512
673.0,"Philadelphia, PA Metro",3,Peak,5000,9999,1501,2000,0,$5.975
673.0,"Philadelphia, PA Metro",3,Peak,5000,9999,2001,2500,0,$6.438
673.0,"Philadelphia, PA Metro",3,Peak,5000,9999,2501,3000,0,$6.900
673.0,"Philadelphia, PA Metro",3,Peak,5000,9999,3001,3500,0,$7.363
673.0,"Philadelphia, PA Metro",3,Peak,5000,9999,3501,4000,0,$7.826
673.0,"Philadelphia, PA Metro",3,Peak,5000,9999,4001,999999,0,$27.174
673.0,"Philadelphia, PA Metro",3,Peak,10000,999999,0,250,0,$10.541
673.0,"Philadelphia, PA Metro",3,Peak,10000,999999,251,500,0,$10.772
673.0,"Philadelphia, PA Metro",3,Peak,10000,999999,501,1000,0,$11.235
673.0,"Philadelphia, PA Metro",3,Peak,10000,999999,1001,1500,0,$11.698
673.0,"Philadelphia, PA Metro",3,Peak,10000,999999,1501,2000,0,$12.161
673.0,"Philadelphia, PA Metro",3,Peak,10000,999999,2001,2500,0,$12.624
673.0,"Philadelphia, PA Metro",3,Peak,10000,999999,2501,3000,0,$13.087
673.0,"Philadelphia, PA Metro",3,Peak,10000,999999,3001,3500,0,$13.549
673.0,"Philadelphia, PA Metro",3,Peak,10000,999999,3501,4000,0,$14.012
673.0,"Philadelphia, PA Metro",3,Peak,10000,999999,4001,999999,0,$33.360
676.0,"Pittsburgh, PA",2,NonPeak,500,4999,0,250,0,$2.161
676.0,"Pittsburgh, PA",2,NonPeak,500,4999,251,500,0,$2.379
676.0,"Pittsburgh, PA",2,NonPeak,500,4999,501,1000,0,$2.815
676.0,"Pittsburgh, PA",2,NonPeak,500,4999,1001,1500,0,$3.252
676.0,"Pittsburgh, PA",2,NonPeak,500,4999,1501,2000,0,$3.688
676.0,"Pittsburgh, PA",2,NonPeak,500,4999,2001,2500,0,$4.124
676.0,"Pittsburgh, PA",2,NonPeak,500,4999,2501,3000,0,$4.560
676.0,"Pittsburgh, PA",2,NonPeak,500,4999,3001,3500,0,$4.997
676.0,"Pittsburgh, PA",2,NonPeak,500,4999,3501,4000,0,$5.433
676.0,"Pittsburgh, PA",2,NonPeak,500,4999,4001,999999,0,$23.669
676.0,"Pittsburgh, PA",2,NonPeak,5000,9999,0,250,0,$4.105
