origin_id,origin_area,destination_id,destination_area,move_type,season,hhg_price,ub_price
US48,Mississippi,NSRA8,Africa - North,CONUS to NSRA,Peak,$60.19,$52.60
US48,Mississippi,NSRA9,Africa - South,CONUS to NSRA,NonPeak,$51.21,$61.80
US48,Mississippi,NSRA9,Africa - South,CONUS to NSRA,Peak,$60.43,$72.92
US48,Mississippi,NSRA10,Middle East,CONUS to NSRA,NonPeak,$51.55,$47.76
US48,Mississippi,NSRA10,Middle East,CONUS to NSRA,Peak,$60.83,$56.36
US48,Mississippi,NSRA11,Asia,CONUS to NSRA,NonPeak,$51.72,$44.24
US48,Mississippi,NSRA11,Asia,CONUS to NSRA,Peak,$61.03,$52.20
US48,Mississippi,NSRA12,Asia - South,CONUS to NSRA,NonPeak,$51.29,$61.92
US48,Mississippi,NSRA12,Asia - South,CONUS to NSRA,Peak,$60.52,$73.07
US48,Mississippi,NSRA13,Pacific Islands,CONUS to NSRA,NonPeak,$47.93,$47.93
US48,Mississippi,NSRA13,Pacific Islands,CONUS to NSRA,Peak,$56.56,$56.56
US48,Mississippi,NSRA14,Australia & New Zealand,CONUS to NSRA,NonPeak,$47.42,$44.58
US48,Mississippi,NSRA14,Australia & New Zealand,CONUS to NSRA,Peak,$55.96,$52.60
US48,Mississippi,NSRA15,Alaska - All other areas,CONUS to NSRA,NonPeak,$48.21,$43.94
US48,Mississippi,NSRA15,Alaska - All other areas,CONUS to NSRA,Peak,$56.89,$51.85
US49,Florida-North,NSRA1,Canada West,CONUS to NSRA,NonPeak,$48.49,$33.70
US49,Florida-North,NSRA1,Canada West,CONUS to NSRA,Peak,$57.22,$39.77
US49,Florida-North,NSRA2,Canada Central,CONUS to NSRA,NonPeak,$48.72,$31.29
US49,Florida-North,NSRA2,Canada Central,CONUS to NSRA,Peak,$57.49,$36.92
US49,Florida-North,NSRA3,Canada East,CONUS to NSRA,NonPeak,$71.44,$44.05
US49,Florida-North,NSRA3,Canada East,CONUS to NSRA,Peak,$84.30,$51.98
US49,Florida-North,NSRA4,Mexico & Central America,CONUS to NSRA,NonPeak,$71.61,$33.75
US49,Florida-North,NSRA4,Mexico & Central America,CONUS to NSRA,Peak,$84.50,$39.82
US49,Florida-North,NSRA5,Caribbean Islands,CONUS to NSRA,NonPeak,$71.89,$31.40
US49,Florida-North,NSRA5,Caribbean Islands,CONUS to NSRA,Peak,$84.83,$37.05
US49,Florida-North,NSRA6,South America,CONUS to NSRA,NonPeak,$72.68,$44.17
US49,Florida-North,NSRA6,South America,CONUS to NSRA,Peak,$85.76,$52.12
US49,Florida-North,NSRA7,Europe,CONUS to NSRA,NonPeak,$15.28,$16.89
US49,Florida-North,NSRA7,Europe,CONUS to NSRA,Peak,$18.03,$19.93
US49,Florida-North,NSRA8,Africa - North,CONUS to NSRA,NonPeak,$16.05,$11.66
US49,Florida-North,NSRA8,Africa - North,CONUS to NSRA,Peak,$18.94,$13.76
US49,Florida-North,NSRA9,Africa - South,CONUS to NSRA,NonPeak,$16.80,$10.16
US49,Florida-North,NSRA9,Africa - South,CONUS to NSRA,Peak,$19.82,$11.99
US49,Florida-North,NSRA10,Middle East,CONUS to NSRA,NonPeak,$17.57,$16.98
US49,Florida-North,NSRA10,Middle East,CONUS to NSRA,Peak,$20.73,$20.04
US49,Florida-North,NSRA11,Asia,CONUS to NSRA,NonPeak,$18.33,$11.75
US49,Florida-North,NSRA11,Asia,CONUS to NSRA,Peak,$21.63,$13.86
US49,Florida-North,NSRA12,Asia - South,CONUS to NSRA,NonPeak,$24.38,$10.25
US49,Florida-North,NSRA12,Asia - South,CONUS to NSRA,Peak,$28.77,$12.09
US49,Florida-North,NSRA13,Pacific Islands,CONUS to NSRA,NonPeak,$16.00,$17.11
US49,Florida-North,NSRA13,Pacific Islands,CONUS to NSRA,Peak,$18.88,$20.19
US49,Florida-North,NSRA14,Australia & New Zealand,CONUS to NSRA,NonPeak,$27.63,$11.86
US49,Florida-North,NSRA14,Australia & New Zealand,CONUS to NSRA,Peak,$32.60,$13.99
US49,Florida-North,NSRA15,Alaska - All other areas,CONUS to NSRA,NonPeak,$29.28,$10.37
US49,Florida-North,NSRA15,Alaska - All other areas,CONUS to NSRA,Peak,$34.55,$12.24
US4964400,Florida-South,NSRA1,Canada West,CONUS to NSRA,NonPeak,$30.90,$17.17
US4964400,Florida-South,NSRA1,Canada West,CONUS to NSRA,Peak,$36.46,$20.26
US4964400,Florida-South,NSRA2,Canada Central,CONUS to NSRA,NonPeak,$10.35,$10.50
US4964400,Florida-South,NSRA2,Canada Central,CONUS to NSRA,Peak,$12.21,$12.39
US4964400,Florida-South,NSRA3,Canada East,CONUS to NSRA,NonPeak,$10.83,$17.59
US4964400,Florida-South,NSRA3,Canada East,CONUS to NSRA,Peak,$12.78,$20.76
US4964400,Florida-South,NSRA4,Mexico & Central America,CONUS to NSRA,NonPeak,$11.35,$12.03
US4964400,Florida-South,NSRA4,Mexico & Central America,CONUS to NSRA,Peak,$13.39,$14.20
US4964400,Florida-South,NSRA5,Caribbean Islands,CONUS to NSRA,NonPeak,$11.82,$12.66
US4964400,Florida-South,NSRA5,Caribbean Islands,CONUS to NSRA,Peak,$13.95,$14.94
US4964400,Florida-South,NSRA6,South America,CONUS to NSRA,NonPeak,$8.88,$61.92
US4964400,Florida-South,NSRA6,South America,CONUS to NSRA,Peak,$10.48,$73.07
US4964400,Florida-South,NSRA7,Europe,CONUS to NSRA,NonPeak,$9.31,$47.93
US4964400,Florida-South,NSRA7,Europe,CONUS to NSRA,Peak,$10.99,$56.56
US4964400,Florida-South,NSRA8,Africa - North,CONUS to NSRA,NonPeak,$9.77,$44.58
US4964400,Florida-South,NSRA8,Africa - North,CONUS to NSRA,Peak,$11.53,$52.60
US4964400,Florida-South,NSRA9,Africa - South,CONUS to NSRA,NonPeak,$10.21,$61.80
US4964400,Florida-South,NSRA9,Africa - South,CONUS to NSRA,Peak,$12.05,$72.92
US4964400,Florida-South,NSRA10,Middle East,CONUS to NSRA,NonPeak,$10.65,$47.76
US4964400,Florida-South,NSRA10,Middle East,CONUS to NSRA,Peak,$12.57,$56.36
US4964400,Florida-South,NSRA11,Asia,CONUS to NSRA,NonPeak,$51.01,$44.24
US4964400,Florida-South,NSRA11,Asia,CONUS to NSRA,Peak,$60.19,$52.20
US4964400,Florida-South,NSRA12,Asia - South,CONUS to NSRA,NonPeak,$51.21,$61.92
US4964400,Florida-South,NSRA12,Asia - South,CONUS to NSRA,Peak,$60.43,$73.07
US4964400,Florida-South,NSRA13,Pacific Islands,CONUS to NSRA,NonPeak,$51.55,$47.93
US4964400,Florida-South,NSRA13,Pacific Islands,CONUS to NSRA,Peak,$60.83,$56.56
US4964400,Florida-South,NSRA14,Australia & New Zealand,CONUS to NSRA,NonPeak,$51.72,$44.58
US4964400,Florida-South,NSRA14,Australia & New Zealand,CONUS to NSRA,Peak,$61.03,$52.60
US4964400,Florida-South,NSRA15,Alaska - All other areas,CONUS to NSRA,NonPeak,$51.29,$61.80
US4964400,Florida-South,NSRA15,Alaska - All other areas,CONUS to NSRA,Peak,$60.52,$72.92
US4965500,Florida Keys,NSRA1,Canada West,CONUS to NSRA,NonPeak,$47.93,$47.76
US4965500,Florida Keys,NSRA1,Canada West,CONUS to NSRA,Peak,$56.56,$56.36
US4965500,Florida Keys,NSRA2,Canada Central,CONUS to NSRA,NonPeak,$47.42,$44.24
US4965500,Florida Keys,NSRA2,Canada Central,CONUS to NSRA,Peak,$55.96,$52.20
US4965500,Florida Keys,NSRA3,Canada East,CONUS to NSRA,NonPeak,$48.21,$61.92
US4965500,Florida Keys,NSRA3,Canada East,CONUS to NSRA,Peak,$56.89,$73.07
US4965500,Florida Keys,NSRA4,Mexico & Central America,CONUS to NSRA,NonPeak,$48.49,$47.93
US4965500,Florida Keys,NSRA4,Mexico & Central America,CONUS to NSRA,Peak,$57.22,$56.56
US4965500,Florida Keys,NSRA5,Caribbean Islands,CONUS to NSRA,NonPeak,$48.72,$44.58
US4965500,Florida Keys,NSRA5,Caribbean Islands,CONUS to NSRA,Peak,$57.49,$52.60
US4965500,Florida Keys,NSRA6,South America,CONUS to NSRA,NonPeak,$71.44,$43.94
US4965500,Florida Keys,NSRA6,South America,CONUS to NSRA,Peak,$84.30,$51.85
US4965500,Florida Keys,NSRA7,Europe,CONUS to NSRA,NonPeak,$71.61,$33.70
US4965500,Florida Keys,NSRA7,Europe,CONUS to NSRA,Peak,$84.50,$39.77
US4965500,Florida Keys,NSRA8,Africa - North,CONUS to NSRA,NonPeak,$71.89,$31.29
US4965500,Florida Keys,NSRA8,Africa - North,CONUS to NSRA,Peak,$84.83,$36.92
US4965500,Florida Keys,NSRA9,Africa - South,CONUS to NSRA,NonPeak,$72.68,$44.05
US4965500,Florida Keys,NSRA9,Africa - South,CONUS to NSRA,Peak,$85.76,$51.98
US4965500,Florida Keys,NSRA10,Middle East,CONUS to NSRA,NonPeak,$15.28,$33.75
US4965500,Florida Keys,NSRA10,Middle East,CONUS to NSRA,Peak,$18.03,$39.82
US4965500,Florida Keys,NSRA11,Asia,CONUS to NSRA,NonPeak,$16.05,$31.40
US4965500,Florida Keys,NSRA11,Asia,CONUS to NSRA,Peak,$18.94,$37.05
US4965500,Florida Keys,NSRA12,Asia - South,CONUS to NSRA,NonPeak,$16.80,$44.17
US4965500,Florida Keys,NSRA12,Asia - South,CONUS to NSRA,Peak,$19.82,$52.12
US4965500,Florida Keys,NSRA13,Pacific Islands,CONUS to NSRA,NonPeak,$17.57,$16.89
US4965500,Florida Keys,NSRA13,Pacific Islands,CONUS to NSRA,Peak,$20.73,$19.93
US4965500,Florida Keys,NSRA14,Australia & New Zealand,CONUS to NSRA,NonPeak,$18.33,$11.66
US4965500,Florida Keys,NSRA14,Australia & New Zealand,CONUS to NSRA,Peak,$21.63,$13.76
US4965500,Florida Keys,NSRA15,Alaska - All other areas,CONUS to NSRA,NonPeak,$24.38,$10.16
US4965500,Florida Keys,NSRA15,Alaska - All other areas,CONUS to NSRA,Peak,$28.77,$11.99
US50,Minnesota,NSRA1,Canada West,CONUS to NSRA,NonPeak,$16.00,$16.98
US50,Minnesota,NSRA1,Canada West,CONUS to NSRA,Peak,$18.88,$20.04
US50,Minnesota,NSRA2,Canada Central,CONUS to NSRA,NonPeak,$27.63,$11.75
US50,Minnesota,NSRA2,Canada Central,CONUS to NSRA,Peak,$32.60,$13.86
US50,Minnesota,NSRA3,Canada East,CONUS to NSRA,NonPeak,$29.28,$10.25
US50,Minnesota,NSRA3,Canada East,CONUS to NSRA,Peak,$34.55,$12.09
US50,Minnesota,NSRA4,Mexico & Central America,CONUS to NSRA,NonPeak,$30.90,$17.11
US50,Minnesota,NSRA4,Mexico & Central America,CONUS to NSRA,Peak,$36.46,$20.19
US50,Minnesota,NSRA5,Caribbean Islands,CONUS to NSRA,NonPeak,$10.35,$11.86
US50,Minnesota,NSRA5,Caribbean Islands,CONUS to NSRA,Peak,$12.21,$13.99
US50,Minnesota,NSRA6,South America,CONUS to NSRA,NonPeak,$10.83,$10.37
US50,Minnesota,NSRA6,South America,CONUS to NSRA,Peak,$12.78,$12.24
US50,Minnesota,NSRA7,Europe,CONUS to NSRA,NonPeak,$11.35,$17.17
US50,Minnesota,NSRA7,Europe,CONUS to NSRA,Peak,$13.39,$20.26
US50,Minnesota,NSRA8,Africa - North,CONUS to NSRA,NonPeak,$11.82,$10.50
US50,Minnesota,NSRA8,Africa - North,CONUS to NSRA,Peak,$13.95,$12.39
US50,Minnesota,NSRA9,Africa - South,CONUS to NSRA,NonPeak,$8.88,$17.59
US50,Minnesota,NSRA9,Africa - South,CONUS to NSRA,Peak,$10.48,$20.76
US50,Minnesota,NSRA10,Middle East,CONUS to NSRA,NonPeak,$9.31,$12.03
US50,Minnesota,NSRA10,Middle East,CONUS to NSRA,Peak,$10.99,$14.20
US50,Minnesota,NSRA11,Asia,CONUS to NSRA,NonPeak,$9.77,$12.66
US50,Minnesota,NSRA11,Asia,CONUS to NSRA,Peak,$11.53,$14.94
US50,Minnesota,NSRA12,Asia - South,CONUS to NSRA,NonPeak,$10.21,$61.92
US50,Minnesota,NSRA12,Asia - South,CONUS to NSRA,Peak,$12.05,$73.07
US50,Minnesota,NSRA13,Pacific Islands,CONUS to NSRA,NonPeak,$10.65,$47.93
US50,Minnesota,NSRA13,Pacific Islands,CONUS to NSRA,Peak,$12.57,$56.56
US50,Minnesota,NSRA14,Australia & New Zealand,CONUS to NSRA,NonPeak,$51.01,$44.58
US50,Minnesota,NSRA14,Australia & New Zealand,CONUS to NSRA,Peak,$60.19,$52.60
US50,Minnesota,NSRA15,Alaska - All other areas,CONUS to NSRA,NonPeak,$51.21,$61.80
US50,Minnesota,NSRA15,Alaska - All other areas,CONUS to NSRA,Peak,$60.43,$72.92
US51,North Dakota,NSRA1,Canada West,CONUS to NSRA,NonPeak,$51.55,$47.76
US51,North Dakota,NSRA1,Canada West,CONUS to NSRA,Peak,$60.83,$56.36
US51,North Dakota,NSRA2,Canada Central,CONUS to NSRA,NonPeak,$51.72,$44.24
US51,North Dakota,NSRA2,Canada Central,CONUS to NSRA,Peak,$61.03,$52.20
US51,North Dakota,NSRA3,Canada East,CONUS to NSRA,NonPeak,$51.29,$61.92
US51,North Dakota,NSRA3,Canada East,CONUS to NSRA,Peak,$60.52,$73.07
US51,North Dakota,NSRA4,Mexico & Central America,CONUS to NSRA,NonPeak,$47.93,$47.93
US51,North Dakota,NSRA4,Mexico & Central America,CONUS to NSRA,Peak,$56.56,$56.56
US51,North Dakota,NSRA5,Caribbean Islands,CONUS to NSRA,NonPeak,$47.42,$44.58
US51,North Dakota,NSRA5,Caribbean Islands,CONUS to NSRA,Peak,$55.96,$52.60
US51,North Dakota,NSRA6,South America,CONUS to NSRA,NonPeak,$48.21,$61.80
US51,North Dakota,NSRA6,South America,CONUS to NSRA,Peak,$56.89,$72.92
US51,North Dakota,NSRA7,Europe,CONUS to NSRA,NonPeak,$48.49,$47.76
US51,North Dakota,NSRA7,Europe,CONUS to NSRA,Peak,$57.22,$56.36
US51,North Dakota,NSRA8,Africa - North,CONUS to NSRA,NonPeak,$48.72,$44.24
US51,North Dakota,NSRA8,Africa - North,CONUS to NSRA,Peak,$57.49,$52.20
US51,North Dakota,NSRA9,Africa - South,CONUS to NSRA,NonPeak,$71.44,$61.92
US51,North Dakota,NSRA9,Africa - South,CONUS to NSRA,Peak,$84.30,$73.07
US51,North Dakota,NSRA10,Middle East,CONUS to NSRA,NonPeak,$71.61,$47.93
US51,North Dakota,NSRA10,Middle East,CONUS to NSRA,Peak,$84.50,$56.56
US51,North Dakota,NSRA11,Asia,CONUS to NSRA,NonPeak,$71.89,$44.58
US51,North Dakota,NSRA11,Asia,CONUS to NSRA,Peak,$84.83,$52.60
US51,North Dakota,NSRA12,Asia - South,CONUS to NSRA,NonPeak,$72.68,$43.94
US51,North Dakota,NSRA12,Asia - South,CONUS to NSRA,Peak,$85.76,$51.85
US51,North Dakota,NSRA13,Pacific Islands,CONUS to NSRA,NonPeak,$15.28,$33.70
US51,North Dakota,NSRA13,Pacific Islands,CONUS to NSRA,Peak,$18.03,$39.77
US51,North Dakota,NSRA14,Australia & New Zealand,CONUS to NSRA,NonPeak,$16.05,$31.29
US51,North Dakota,NSRA14,Australia & New Zealand,CONUS to NSRA,Peak,$18.94,$36.92
US51,North Dakota,NSRA15,Alaska - All other areas,CONUS to NSRA,NonPeak,$16.80,$44.05
US51,North Dakota,NSRA15,Alaska - All other areas,CONUS to NSRA,Peak,$19.82,$51.98
US52,South Dakota,NSRA1,Canada West,CONUS to NSRA,NonPeak,$17.57,$33.75
US52,South Dakota,NSRA1,Canada West,CONUS to NSRA,Peak,$20.73,$39.82
US52,South Dakota,NSRA2,Canada Central,CONUS to NSRA,NonPeak,$18.33,$31.40
US52,South Dakota,NSRA2,Canada Central,CONUS to NSRA,Peak,$21.63,$37.05
US52,South Dakota,NSRA3,Canada East,CONUS to NSRA,NonPeak,$24.38,$44.17
US52,South Dakota,NSRA3,Canada East,CONUS to NSRA,Peak,$28.77,$52.12
US52,South Dakota,NSRA4,Mexico & Central America,CONUS to NSRA,NonPeak,$16.00,$16.89
US52,South Dakota,NSRA4,Mexico & Central America,CONUS to NSRA,Peak,$18.88,$19.93
US52,South Dakota,NSRA5,Caribbean Islands,CONUS to NSRA,NonPeak,$27.63,$11.66
US52,South Dakota,NSRA5,Caribbean Islands,CONUS to NSRA,Peak,$32.60,$13.76
US52,South Dakota,NSRA6,South America,CONUS to NSRA,NonPeak,$29.28,$10.16
US52,South Dakota,NSRA6,South America,CONUS to NSRA,Peak,$34.55,$11.99
US52,South Dakota,NSRA7,Europe,CONUS to NSRA,NonPeak,$30.90,$16.98
US52,South Dakota,NSRA7,Europe,CONUS to NSRA,Peak,$36.46,$20.04
US52,South Dakota,NSRA8,Africa - North,CONUS to NSRA,NonPeak,$10.35,$11.75
US52,South Dakota,NSRA8,Africa - North,CONUS to NSRA,Peak,$12.21,$13.86
US52,South Dakota,NSRA9,Africa - South,CONUS to NSRA,NonPeak,$10.83,$10.25
US52,South Dakota,NSRA9,Africa - South,CONUS to NSRA,Peak,$12.78,$12.09
US52,South Dakota,NSRA10,Middle East,CONUS to NSRA,NonPeak,$11.35,$17.11
US52,South Dakota,NSRA10,Middle East,CONUS to NSRA,Peak,$13.39,$20.19
US52,South Dakota,NSRA11,Asia,CONUS to NSRA,NonPeak,$11.82,$11.86
US52,South Dakota,NSRA11,Asia,CONUS to NSRA,Peak,$13.95,$13.99
US52,South Dakota,NSRA12,Asia - South,CONUS to NSRA,NonPeak,$8.88,$10.37
US52,South Dakota,NSRA12,Asia - South,CONUS to NSRA,Peak,$10.48,$12.24
US52,South Dakota,NSRA13,Pacific Islands,CONUS to NSRA,NonPeak,$9.31,$17.17
US52,South Dakota,NSRA13,Pacific Islands,CONUS to NSRA,Peak,$10.99,$20.26
US52,South Dakota,NSRA14,Australia & New Zealand,CONUS to NSRA,NonPeak,$9.77,$10.50
US52,South Dakota,NSRA14,Australia & New Zealand,CONUS to NSRA,Peak,$11.53,$12.39
US52,South Dakota,NSRA15,Alaska - All other areas,CONUS to NSRA,NonPeak,$10.21,$17.59
US52,South Dakota,NSRA15,Alaska - All other areas,CONUS to NSRA,Peak,$12.05,$20.76
US53,Iowa,NSRA1,Canada West,CONUS to NSRA,NonPeak,$10.65,$12.03
US53,Iowa,NSRA1,Canada West,CONUS to NSRA,Peak,$12.57,$14.20
US53,Iowa,NSRA2,Canada Central,CONUS to NSRA,NonPeak,$51.01,$12.66
US53,Iowa,NSRA2,Canada Central,CONUS to NSRA,Peak,$60.19,$14.94
US53,Iowa,NSRA3,Canada East,CONUS to NSRA,NonPeak,$51.21,$61.92
US53,Iowa,NSRA3,Canada East,CONUS to NSRA,Peak,$60.43,$73.07
US53,Iowa,NSRA4,Mexico & Central America,CONUS to NSRA,NonPeak,$51.55,$47.93
US53,Iowa,NSRA4,Mexico & Central America,CONUS to NSRA,Peak,$60.83,$56.56
US53,Iowa,NSRA5,Caribbean Islands,CONUS to NSRA,NonPeak,$51.72,$44.58
US53,Iowa,NSRA5,Caribbean Islands,CONUS to NSRA,Peak,$61.03,$52.60
US53,Iowa,NSRA6,South America,CONUS to NSRA,NonPeak,$51.29,$61.80
US53,Iowa,NSRA6,South America,CONUS to NSRA,Peak,$60.52,$72.92
US53,Iowa,NSRA7,Europe,CONUS to NSRA,NonPeak,$47.93,$47.76
US53,Iowa,NSRA7,Europe,CONUS to NSRA,Peak,$56.56,$56.36
US53,Iowa,NSRA8,Africa - North,CONUS to NSRA,NonPeak,$47.42,$44.24
US53,Iowa,NSRA8,Africa - North,CONUS to NSRA,Peak,$55.96,$52.20
US53,Iowa,NSRA9,Africa - South,CONUS to NSRA,NonPeak,$48.21,$61.92
US53,Iowa,NSRA9,Africa - South,CONUS to NSRA,Peak,$56.89,$73.07
US53,Iowa,NSRA10,Middle East,CONUS to NSRA,NonPeak,$48.49,$47.93
US53,Iowa,NSRA10,Middle East,CONUS to NSRA,Peak,$57.22,$56.56
US53,Iowa,NSRA11,Asia,CONUS to NSRA,NonPeak,$48.72,$44.58
US53,Iowa,NSRA11,Asia,CONUS to NSRA,Peak,$57.49,$52.60
US53,Iowa,NSRA12,Asia - South,CONUS to NSRA,NonPeak,$71.44,$61.80
US53,Iowa,NSRA12,Asia - South,CONUS to NSRA,Peak,$84.30,$72.92
US53,Iowa,NSRA13,Pacific Islands,CONUS to NSRA,NonPeak,$71.61,$47.76
US53,Iowa,NSRA13,Pacific Islands,CONUS to NSRA,Peak,$84.50,$56.36
US53,Iowa,NSRA14,Australia & New Zealand,CONUS to NSRA,NonPeak,$71.89,$44.24
US53,Iowa,NSRA14,Australia & New Zealand,CONUS to NSRA,Peak,$84.83,$52.20
US53,Iowa,NSRA15,Alaska - All other areas,CONUS to NSRA,NonPeak,$72.68,$61.92
US53,Iowa,NSRA15,Alaska - All other areas,CONUS to NSRA,Peak,$85.76,$73.07
US55,Nebraska,NSRA1,Canada West,CONUS to NSRA,NonPeak,$15.28,$47.93
US55,Nebraska,NSRA1,Canada West,CONUS to NSRA,Peak,$18.03,$56.56
US55,Nebraska,NSRA2,Canada Central,CONUS to NSRA,NonPeak,$16.05,$44.58
US55,Nebraska,NSRA2,Canada Central,CONUS to NSRA,Peak,$18.94,$52.60
US55,Nebraska,NSRA3,Canada East,CONUS to NSRA,NonPeak,$16.80,$43.94
US55,Nebraska,NSRA3,Canada East,CONUS to NSRA,Peak,$19.82,$51.85
US55,Nebraska,NSRA4,Mexico & Central America,CONUS to NSRA,NonPeak,$17.57,$33.70
US55,Nebraska,NSRA4,Mexico & Central America,CONUS to NSRA,Peak,$20.73,$39.77
US55,Nebraska,NSRA5,Caribbean Islands,CONUS to NSRA,NonPeak,$18.33,$31.29
US55,Nebraska,NSRA5,Caribbean Islands,CONUS to NSRA,Peak,$21.63,$36.92
US55,Nebraska,NSRA6,South America,CONUS to NSRA,NonPeak,$24.38,$44.05
US55,Nebraska,NSRA6,South America,CONUS to NSRA,Peak,$28.77,$51.98
US55,Nebraska,NSRA7,Europe,CONUS to NSRA,NonPeak,$16.00,$33.75
US55,Nebraska,NSRA7,Europe,CONUS to NSRA,Peak,$18.88,$39.82
US55,Nebraska,NSRA8,Africa - North,CONUS to NSRA,NonPeak,$27.63,$31.40
US55,Nebraska,NSRA8,Africa - North,CONUS to NSRA,Peak,$32.60,$37.05
US55,Nebraska,NSRA9,Africa - South,CONUS to NSRA,NonPeak,$29.28,$44.17
US55,Nebraska,NSRA9,Africa - South,CONUS to NSRA,Peak,$34.55,$52.12
US55,Nebraska,NSRA10,Middle East,CONUS to NSRA,NonPeak,$30.90,$16.89
US55,Nebraska,NSRA10,Middle East,CONUS to NSRA,Peak,$36.46,$19.93
US55,Nebraska,NSRA11,Asia,CONUS to NSRA,NonPeak,$10.35,$11.66
US55,Nebraska,NSRA11,Asia,CONUS to NSRA,Peak,$12.21,$13.76
US55,Nebraska,NSRA12,Asia - South,CONUS to NSRA,NonPeak,$10.83,$10.16
US55,Nebraska,NSRA12,Asia - South,CONUS to NSRA,Peak,$12.78,$11.99
US55,Nebraska,NSRA13,Pacific Islands,CONUS to NSRA,NonPeak,$11.35,$16.98
US55,Nebraska,NSRA13,Pacific Islands,CONUS to NSRA,Peak,$13.39,$20.04
US55,Nebraska,NSRA14,Australia & New Zealand,CONUS to NSRA,NonPeak,$11.82,$11.75
US55,Nebraska,NSRA14,Australia & New Zealand,CONUS to NSRA,Peak,$13.95,$13.86
US55,Nebraska,NSRA15,Alaska - All other areas,CONUS to NSRA,NonPeak,$8.88,$10.25
US55,Nebraska,NSRA15,Alaska - All other areas,CONUS to NSRA,Peak,$10.48,$12.09
US56,Missouri,NSRA1,Canada West,CONUS to NSRA,NonPeak,$9.31,$17.11
US56,Missouri,NSRA1,Canada West,CONUS to NSRA,Peak,$10.99,$20.19
US56,Missouri,NSRA2,Canada Central,CONUS to NSRA,NonPeak,$9.77,$11.86
US56,Missouri,NSRA2,Canada Central,CONUS to NSRA,Peak,$11.53,$13.99
US56,Missouri,NSRA3,Canada East,CONUS to NSRA,NonPeak,$10.21,$10.37
US56,Missouri,NSRA3,Canada East,CONUS to NSRA,Peak,$12.05,$12.24
US56,Missouri,NSRA4,Mexico & Central America,CONUS to NSRA,NonPeak,$10.65,$17.17
US56,Missouri,NSRA4,Mexico & Central America,CONUS to NSRA,Peak,$12.57,$20.26
US56,Missouri,NSRA5,Caribbean Islands,CONUS to NSRA,NonPeak,$51.01,$10.50
US56,Missouri,NSRA5,Caribbean Islands,CONUS to NSRA,Peak,$60.19,$12.39
US56,Missouri,NSRA6,South America,CONUS to NSRA,NonPeak,$51.21,$17.59
US56,Missouri,NSRA6,South America,CONUS to NSRA,Peak,$60.43,$20.76
US56,Missouri,NSRA7,Europe,CONUS to NSRA,NonPeak,$51.55,$12.03
US56,Missouri,NSRA7,Europe,CONUS to NSRA,Peak,$60.83,$14.20
US56,Missouri,NSRA8,Africa - North,CONUS to NSRA,NonPeak,$51.72,$12.66
US56,Missouri,NSRA8,Africa - North,CONUS to NSRA,Peak,$61.03,$14.94
US56,Missouri,NSRA9,Africa - South,CONUS to NSRA,NonPeak,$51.29,$61.92
US56,Missouri,NSRA9,Africa - South,CONUS to NSRA,Peak,$60.52,$73.07
US56,Missouri,NSRA10,Middle East,CONUS to NSRA,NonPeak,$47.93,$47.93
US56,Missouri,NSRA10,Middle East,CONUS to NSRA,Peak,$56.56,$56.56
US56,Missouri,NSRA11,Asia,CONUS to NSRA,NonPeak,$47.42,$44.58
US56,Missouri,NSRA11,Asia,CONUS to NSRA,Peak,$55.96,$52.60
US56,Missouri,NSRA12,Asia - South,CONUS to NSRA,NonPeak,$48.21,$61.80
US56,Missouri,NSRA12,Asia - South,CONUS to NSRA,Peak,$56.89,$72.92
US56,Missouri,NSRA13,Pacific Islands,CONUS to NSRA,NonPeak,$48.49,$47.76
US56,Missouri,NSRA13,Pacific Islands,CONUS to NSRA,Peak,$57.22,$56.36
US56,Missouri,NSRA14,Australia & New Zealand,CONUS to NSRA,NonPeak,$48.72,$44.24
US56,Missouri,NSRA14,Australia & New Zealand,CONUS to NSRA,Peak,$57.49,$52.20
US56,Missouri,NSRA15,Alaska - All other areas,CONUS to NSRA,NonPeak,$71.44,$61.92
US56,Missouri,NSRA15,Alaska - All other areas,CONUS to NSRA,Peak,$84.30,$73.07
US58,Kansas,NSRA1,Canada West,CONUS to NSRA,NonPeak,$71.61,$47.93
US58,Kansas,NSRA1,Canada West,CONUS to NSRA,Peak,$84.50,$56.56
US58,Kansas,NSRA2,Canada Central,CONUS to NSRA,NonPeak,$71.89,$44.58
US58,Kansas,NSRA2,Canada Central,CONUS to NSRA,Peak,$84.83,$52.60
US58,Kansas,NSRA3,Canada East,CONUS to NSRA,NonPeak,$72.68,$61.80
US58,Kansas,NSRA3,Canada East,CONUS to NSRA,Peak,$85.76,$72.92
US58,Kansas,NSRA4,Mexico & Central America,CONUS to NSRA,NonPeak,$15.28,$47.76
US58,Kansas,NSRA4,Mexico & Central America,CONUS to NSRA,Peak,$18.03,$56.36
US58,Kansas,NSRA5,Caribbean Islands,CONUS to NSRA,NonPeak,$16.05,$44.24
US58,Kansas,NSRA5,Caribbean Islands,CONUS to NSRA,Peak,$18.94,$52.20
US58,Kansas,NSRA6,South America,CONUS to NSRA,NonPeak,$16.80,$61.92
US58,Kansas,NSRA6,South America,CONUS to NSRA,Peak,$19.82,$73.07
US58,Kansas,NSRA7,Europe,CONUS to NSRA,NonPeak,$17.57,$47.93
US58,Kansas,NSRA7,Europe,CONUS to NSRA,Peak,$20.73,$56.56
