Service Area Number,Origin Serivce Area,Service Schedule,Season,Weight Band ID,Lower Lbs,Upper Lbs,Lower Cwt,Upper Cwt,Mileage Range ID,Lower Miles,Upper Miles,Escalation Number,Rate
836,"Richland, WA",3,Peak,1,500,4999,5.00,49.99,7,2501,3000,0,5.45
836,"Richland, WA",3,Peak,1,500,4999,5.00,49.99,8,3001,3500,0,5.972
836,"Richland, WA",3,Peak,1,500,4999,5.00,49.99,9,3501,4000,0,6.493
836,"Richland, WA",3,Peak,1,500,4999,5.00,49.99,10,4001,999999,0,28.287
836,"Richland, WA",3,Peak,2,5000,9999,50.00,99.99,1,0,250,0,4.905
836,"Richland, WA",3,Peak,2,5000,9999,50.00,99.99,2,251,500,0,5.166
836,"Richland, WA",3,Peak,2,5000,9999,50.00,99.99,3,501,1000,0,5.687
836,"Richland, WA",3,Peak,2,5000,9999,50.00,99.99,4,1001,1500,0,6.209
836,"Richland, WA",3,Peak,2,5000,9999,50.00,99.99,5,1501,2000,0,6.73
836,"Richland, WA",3,Peak,2,5000,9999,50.00,99.99,6,2001,2500,0,7.252
836,"Richland, WA",3,Peak,2,5000,9999,50.00,99.99,7,2501,3000,0,7.773
836,"Richland, WA",3,Peak,2,5000,9999,50.00,99.99,8,3001,3500,0,8.294
836,"Richland, WA",3,Peak,2,5000,9999,50.00,99.99,9,3501,4000,0,8.816
836,"Richland, WA",3,Peak,2,5000,9999,50.00,99.99,10,4001,999999,0,30.61
836,"Richland, WA",3,Peak,3,10000,999999,100.00,9999.99,1,0,250,0,11.874
836,"Richland, WA",3,Peak,3,10000,999999,100.00,9999.99,2,251,500,0,12.134
836,"Richland, WA",3,Peak,3,10000,999999,100.00,9999.99,3,501,1000,0,12.656
836,"Richland, WA",3,Peak,3,10000,999999,100.00,9999.99,4,1001,1500,0,13.177
836,"Richland, WA",3,Peak,3,10000,999999,100.00,9999.99,5,1501,2000,0,13.698
836,"Richland, WA",3,Peak,3,10000,999999,100.00,9999.99,6,2001,2500,0,14.22
836,"Richland, WA",3,Peak,3,10000,999999,100.00,9999.99,7,2501,3000,0,14.741
836,"Richland, WA",3,Peak,3,10000,999999,100.00,9999.99,8,3001,3500,0,15.263
836,"Richland, WA",3,Peak,3,10000,999999,100.00,9999.99,9,3501,4000,0,15.784
836,"Richland, WA",3,Peak,3,10000,999999,100.00,9999.99,10,4001,999999,0,37.578
840,"Seattle, WA",3,NonPeak,1,500,4999,5.00,49.99,1,0,250,0,2.161
840,"Seattle, WA",3,NonPeak,1,500,4999,5.00,49.99,2,251,500,0,2.379
840,"Seattle, WA",3,NonPeak,1,500,4999,5.00,49.99,3,501,1000,0,2.815
840,"Seattle, WA",3,NonPeak,1,500,4999,5.00,49.99,4,1001,1500,0,3.252
840,"Seattle, WA",3,NonPeak,1,500,4999,5.00,49.99,5,1501,2000,0,3.688
840,"Seattle, WA",3,NonPeak,1,500,4999,5.00,49.99,6,2001,2500,0,4.124
840,"Seattle, WA",3,NonPeak,1,500,4999,5.00,49.99,7,2501,3000,0,4.56
840,"Seattle, WA",3,NonPeak,1,500,4999,5.00,49.99,8,3001,3500,0,4.997
840,"Seattle, WA",3,NonPeak,1,500,4999,5.00,49.99,9,3501,4000,0,5.433
840,"Seattle, WA",3,NonPeak,1,500,4999,5.00,49.99,10,4001,999999,0,23.669
840,"Seattle, WA",3,NonPeak,2,5000,9999,50.00,99.99,1,0,250,0,4.105
840,"Seattle, WA",3,NonPeak,2,5000,9999,50.00,99.99,2,251,500,0,4.323
840,"Seattle, WA",3,NonPeak,2,5000,9999,50.00,99.99,3,501,1000,0,4.759
840,"Seattle, WA",3,NonPeak,2,5000,9999,50.00,99.99,4,1001,1500,0,5.195
840,"Seattle, WA",3,NonPeak,2,5000,9999,50.00,99.99,5,1501,2000,0,5.631
840,"Seattle, WA",3,NonPeak,2,5000,9999,50.00,99.99,6,2001,2500,0,6.068
840,"Seattle, WA",3,NonPeak,2,5000,9999,50.00,99.99,7,2501,3000,0,6.504
840,"Seattle, WA",3,NonPeak,2,5000,9999,50.00,99.99,8,3001,3500,0,6.94
840,"Seattle, WA",3,NonPeak,2,5000,9999,50.00,99.99,9,3501,4000,0,7.376
840,"Seattle, WA",3,NonPeak,2,5000,9999,50.00,99.99,10,4001,999999,0,25.612
840,"Seattle, WA",3,NonPeak,3,10000,999999,100.00,9999.99,1,0,250,0,9.935
840,"Seattle, WA",3,NonPeak,3,10000,999999,100.00,9999.99,2,251,500,0,10.153
840,"Seattle, WA",3,NonPeak,3,10000,999999,100.00,9999.99,3,501,1000,0,10.589
840,"Seattle, WA",3,NonPeak,3,10000,999999,100.00,9999.99,4,1001,1500,0,11.026
840,"Seattle, WA",3,NonPeak,3,10000,999999,100.00,9999.99,5,1501,2000,0,11.462
840,"Seattle, WA",3,NonPeak,3,10000,999999,100.00,9999.99,6,2001,2500,0,11.898
840,"Seattle, WA",3,NonPeak,3,10000,999999,100.00,9999.99,7,2501,3000,0,12.334
840,"Seattle, WA",3,NonPeak,3,10000,999999,100.00,9999.99,8,3001,3500,0,12.771
840,"Seattle, WA",3,NonPeak,3,10000,999999,100.00,9999.99,9,3501,4000,0,13.207
840,"Seattle, WA",3,NonPeak,3,10000,999999,100.00,9999.99,10,4001,999999,0,31.443
840,"Seattle, WA",3,Peak,1,500,4999,5.00,49.99,1,0,250,0,2.293
840,"Seattle, WA",3,Peak,1,500,4999,5.00,49.99,2,251,500,0,2.524
840,"Seattle, WA",3,Peak,1,500,4999,5.00,49.99,3,501,1000,0,2.987
840,"Seattle, WA",3,Peak,1,500,4999,5.00,49.99,4,1001,1500,0,3.45
840,"Seattle, WA",3,Peak,1,500,4999,5.00,49.99,5,1501,2000,0,3.913
840,"Seattle, WA",3,Peak,1,500,4999,5.00,49.99,6,2001,2500,0,4.376
840,"Seattle, WA",3,Peak,1,500,4999,5.00,49.99,7,2501,3000,0,4.839
840,"Seattle, WA",3,Peak,1,500,4999,5.00,49.99,8,3001,3500,0,5.301
840,"Seattle, WA",3,Peak,1,500,4999,5.00,49.99,9,3501,4000,0,5.764
840,"Seattle, WA",3,Peak,1,500,4999,5.00,49.99,10,4001,999999,0,25.112
840,"Seattle, WA",3,Peak,2,5000,9999,50.00,99.99,1,0,250,0,4.355
840,"Seattle, WA",3,Peak,2,5000,9999,50.00,99.99,2,251,500,0,4.586
840,"Seattle, WA",3,Peak,2,5000,9999,50.00,99.99,3,501,1000,0,5.049
840,"Seattle, WA",3,Peak,2,5000,9999,50.00,99.99,4,1001,1500,0,5.512
840,"Seattle, WA",3,Peak,2,5000,9999,50.00,99.99,5,1501,2000,0,5.975
840,"Seattle, WA",3,Peak,2,5000,9999,50.00,99.99,6,2001,2500,0,6.438
840,"Seattle, WA",3,Peak,2,5000,9999,50.00,99.99,7,2501,3000,0,6.9
840,"Seattle, WA",3,Peak,2,5000,9999,50.00,99.99,8,3001,3500,0,7.363
840,"Seattle, WA",3,Peak,2,5000,9999,50.00,99.99,9,3501,4000,0,7.826
840,"Seattle, WA",3,Peak,2,5000,9999,50.00,99.99,10,4001,999999,0,27.174
840,"Seattle, WA",3,Peak,3,10000,999999,100.00,9999.99,1,0,250,0,10.541
840,"Seattle, WA",3,Peak,3,10000,999999,100.00,9999.99,2,251,500,0,10.772
840,"Seattle, WA",3,Peak,3,10000,999999,100.00,9999.99,3,501,1000,0,11.235
840,"Seattle, WA",3,Peak,3,10000,999999,100.00,9999.99,4,1001,1500,0,11.698
840,"Seattle, WA",3,Peak,3,10000,999999,100.00,9999.99,5,1501,2000,0,12.161
840,"Seattle, WA",3,Peak,3,10000,999999,100.00,9999.99,6,2001,2500,0,12.624
840,"Seattle, WA",3,Peak,3,10000,999999,100.00,9999.99,7,2501,3000,0,13.087
840,"Seattle, WA",3,Peak,3,10000,999999,100.00,9999.99,8,3001,3500,0,13.549
840,"Seattle, WA",3,Peak,3,10000,999999,100.00,9999.99,9,3501,4000,0,14.012
840,"Seattle, WA",3,Peak,3,10000,999999,100.00,9999.99,10,4001,999999,0,33.36
841,"Seattle, WA Metro",3,NonPeak,1,500,4999,5.00,49.99,1,0,250,0,2.161
841,"Seattle, WA Metro",3,NonPeak,1,500,4999,5.00,49.99,2,251,500,0,2.379
841,"Seattle, WA Metro",3,NonPeak,1,500,4999,5.00,49.99,3,501,1000,0,2.815
841,"Seattle, WA Metro",3,NonPeak,1,500,4999,5.00,49.99,4,1001,1500,0,3.252
841,"Seattle, WA Metro",3,NonPeak,1,500,4999,5.00,49.99,5,1501,2000,0,3.688
841,"Seattle, WA Metro",3,NonPeak,1,500,4999,5.00,49.99,6,2001,2500,0,4.124
841,"Seattle, WA Metro",3,NonPeak,1,500,4999,5.00,49.99,7,2501,3000,0,4.56
841,"Seattle, WA Metro",3,NonPeak,1,500,4999,5.00,49.99,8,3001,3500,0,4.997
841,"Seattle, WA Metro",3,NonPeak,1,500,4999,5.00,49.99,9,3501,4000,0,5.433
841,"Seattle, WA Metro",3,NonPeak,1,500,4999,5.00,49.99,10,4001,999999,0,23.669
841,"Seattle, WA Metro",3,NonPeak,2,5000,9999,50.00,99.99,1,0,250,0,4.105
841,"Seattle, WA Metro",3,NonPeak,2,5000,9999,50.00,99.99,2,251,500,0,4.323
841,"Seattle, WA Metro",3,NonPeak,2,5000,9999,50.00,99.99,3,501,1000,0,4.759
841,"Seattle, WA Metro",3,NonPeak,2,5000,9999,50.00,99.99,4,1001,1500,0,5.195
841,"Seattle, WA Metro",3,NonPeak,2,5000,9999,50.00,99.99,5,1501,2000,0,5.631
841,"Seattle, WA Metro",3,NonPeak,2,5000,9999,50.00,99.99,6,2001,2500,0,6.068
841,"Seattle, WA Metro",3,NonPeak,2,5000,9999,50.00,99.99,7,2501,3000,0,6.504
841,"Seattle, WA Metro",3,NonPeak,2,5000,9999,50.00,99.99,8,3001,3500,0,6.94
841,"Seattle, WA Metro",3,NonPeak,2,5000,9999,50.00,99.99,9,3501,4000,0,7.376
841,"Seattle, WA Metro",3,NonPeak,2,5000,9999,50.00,99.99,10,4001,999999,0,25.612
841,"Seattle, WA Metro",3,NonPeak,3,10000,999999,100.00,9999.99,1,0,250,0,9.935
841,"Seattle, WA Metro",3,NonPeak,3,10000,999999,100.00,9999.99,2,251,500,0,10.153
841,"Seattle, WA Metro",3,NonPeak,3,10000,999999,100.00,9999.99,3,501,1000,0,10.589
841,"Seattle, WA Metro",3,NonPeak,3,10000,999999,100.00,9999.99,4,1001,1500,0,11.026
841,"Seattle, WA Metro",3,NonPeak,3,10000,999999,100.00,9999.99,5,1501,2000,0,11.462
841,"Seattle, WA Metro",3,NonPeak,3,10000,999999,100.00,9999.99,6,2001,2500,0,11.898
841,"Seattle, WA Metro",3,NonPeak,3,10000,999999,100.00,9999.99,7,2501,3000,0,12.334
841,"Seattle, WA Metro",3,NonPeak,3,10000,999999,100.00,9999.99,8,3001,3500,0,12.771
841,"Seattle, WA Metro",3,NonPeak,3,10000,999999,100.00,9999.99,9,3501,4000,0,13.207
841,"Seattle, WA Metro",3,NonPeak,3,10000,999999,100.00,9999.99,10,4001,999999,0,31.443
841,"Seattle, WA Metro",3,Peak,1,500,4999,5.00,49.99,1,0,250,0,2.293
841,"Seattle, WA Metro",3,Peak,1,500,4999,5.00,49.99,2,251,500,0,2.524
841,"Seattle, WA Metro",3,Peak,1,500,4999,5.00,49.99,3,501,1000,0,2.987
841,"Seattle, WA Metro",3,Peak,1,500,4999,5.00,49.99,4,1001,1500,0,3.45
841,"Seattle, WA Metro",3,Peak,1,500,4999,5.00,49.99,5,1501,2000,0,3.913
841,"Seattle, WA Metro",3,Peak,1,500,4999,5.00,49.99,6,2001,2500,0,4.376
841,"Seattle, WA Metro",3,Peak,1,500,4999,5.00,49.99,7,2501,3000,0,4.839
841,"Seattle, WA Metro",3,Peak,1,500,4999,5.00,49.99,8,3001,3500,0,5.301
841,"Seattle, WA Metro",3,Peak,1,500,4999,5.00,49.99,9,3501,4000,0,5.764
841,"Seattle, WA Metro",3,Peak,1,500,4999,5.00,49.99,10,4001,999999,0,25.112
841,"Seattle, WA Metro",3,Peak,2,5000,9999,50.00,99.99,1,0,250,0,4.355
841,"Seattle, WA Metro",3,Peak,2,5000,9999,50.00,99.99,2,251,500,0,4.586
841,"Seattle, WA Metro",3,Peak,2,5000,9999,50.00,99.99,3,501,1000,0,5.049
841,"Seattle, WA Metro",3,Peak,2,5000,9999,50.00,99.99,4,1001,1500,0,5.512
841,"Seattle, WA Metro",3,Peak,2,5000,9999,50.00,99.99,5,1501,2000,0,5.975
841,"Seattle, WA Metro",3,Peak,2,5000,9999,50.00,99.99,6,2001,2500,0,6.438
841,"Seattle, WA Metro",3,Peak,2,5000,9999,50.00,99.99,7,2501,3000,0,6.9
841,"Seattle, WA Metro",3,Peak,2,5000,9999,50.00,99.99,8,3001,3500,0,7.363
841,"Seattle, WA Metro",3,Peak,2,5000,9999,50.00,99.99,9,3501,4000,0,7.826
841,"Seattle, WA Metro",3,Peak,2,5000,9999,50.00,99.99,10,4001,999999,0,27.174
841,"Seattle, WA Metro",3,Peak,3,10000,999999,100.00,9999.99,1,0,250,0,10.541
841,"Seattle, WA Metro",3,Peak,3,10000,999999,100.00,9999.99,2,251,500,0,10.772
841,"Seattle, WA Metro",3,Peak,3,10000,999999,100.00,9999.99,3,501,1000,0,11.235
841,"Seattle, WA Metro",3,Peak,3,10000,999999,100.00,9999.99,4,1001,1500,0,11.698
841,"Seattle, WA Metro",3,Peak,3,10000,999999,100.00,9999.99,5,1501,2000,0,12.161
841,"Seattle, WA Metro",3,Peak,3,10000,999999,100.00,9999.99,6,2001,2500,0,12.624
841,"Seattle, WA Metro",3,Peak,3,10000,999999,100.00,9999.99,7,2501,3000,0,13.087
841,"Seattle, WA Metro",3,Peak,3,10000,999999,100.00,9999.99,8,3001,3500,0,13.549
841,"Seattle, WA Metro",3,Peak,3,10000,999999,100.00,9999.99,9,3501,4000,0,14.012
841,"Seattle, WA Metro",3,Peak,3,10000,999999,100.00,9999.99,10,4001,999999,0,33.36
844,"Spokane, WA",3,NonPeak,1,500,4999,5.00,49.99,1,0,250,0,2.161
844,"Spokane, WA",3,NonPeak,1,500,4999,5.00,49.99,2,251,500,0,2.379
844,"Spokane, WA",3,NonPeak,1,500,4999,5.00,49.99,3,501,1000,0,2.815
844,"Spokane, WA",3,NonPeak,1,500,4999,5.00,49.99,4,1001,1500,0,3.252
844,"Spokane, WA",3,NonPeak,1,500,4999,5.00,49.99,5,1501,2000,0,3.688
844,"Spokane, WA",3,NonPeak,1,500,4999,5.00,49.99,6,2001,2500,0,4.124
844,"Spokane, WA",3,NonPeak,1,500,4999,5.00,49.99,7,2501,3000,0,4.56
844,"Spokane, WA",3,NonPeak,1,500,4999,5.00,49.99,8,3001,3500,0,4.997
844,"Spokane, WA",3,NonPeak,1,500,4999,5.00,49.99,9,3501,4000,0,5.433
844,"Spokane, WA",3,NonPeak,1,500,4999,5.00,49.99,10,4001,999999,0,23.669
844,"Spokane, WA",3,NonPeak,2,5000,9999,50.00,99.99,1,0,250,0,4.105
844,"Spokane, WA",3,NonPeak,2,5000,9999,50.00,99.99,2,251,500,0,4.323
844,"Spokane, WA",3,NonPeak,2,5000,9999,50.00,99.99,3,501,1000,0,4.759
844,"Spokane, WA",3,NonPeak,2,5000,9999,50.00,99.99,4,1001,1500,0,5.195
844,"Spokane, WA",3,NonPeak,2,5000,9999,50.00,99.99,5,1501,2000,0,5.631
844,"Spokane, WA",3,NonPeak,2,5000,9999,50.00,99.99,6,2001,2500,0,6.068
844,"Spokane, WA",3,NonPeak,2,5000,9999,50.00,99.99,7,2501,3000,0,6.504
844,"Spokane, WA",3,NonPeak,2,5000,9999,50.00,99.99,8,3001,3500,0,6.94
844,"Spokane, WA",3,NonPeak,2,5000,9999,50.00,99.99,9,3501,4000,0,7.376
844,"Spokane, WA",3,NonPeak,2,5000,9999,50.00,99.99,10,4001,999999,0,25.612
844,"Spokane, WA",3,NonPeak,3,10000,999999,100.00,9999.99,1,0,250,0,9.935
844,"Spokane, WA",3,NonPeak,3,10000,999999,100.00,9999.99,2,251,500,0,10.153
844,"Spokane, WA",3,NonPeak,3,10000,999999,100.00,9999.99,3,501,1000,0,10.589
844,"Spokane, WA",3,NonPeak,3,10000,999999,100.00,9999.99,4,1001,1500,0,11.026
844,"Spokane, WA",3,NonPeak,3,10000,999999,100.00,9999.99,5,1501,2000,0,11.462
844,"Spokane, WA",3,NonPeak,3,10000,999999,100.00,9999.99,6,2001,2500,0,11.898
844,"Spokane, WA",3,NonPeak,3,10000,999999,100.00,9999.99,7,2501,3000,0,12.334
844,"Spokane, WA",3,NonPeak,3,10000,999999,100.00,9999.99,8,3001,3500,0,12.771
844,"Spokane, WA",3,NonPeak,3,10000,999999,100.00,9999.99,9,3501,4000,0,13.207
844,"Spokane, WA",3,NonPeak,3,10000,999999,100.00,9999.99,10,4001,999999,0,31.443
844,"Spokane, WA",3,Peak,1,500,4999,5.00,49.99,1,0,250,0,2.293
844,"Spokane, WA",3,Peak,1,500,4999,5.00,49.99,2,251,500,0,2.524
844,"Spokane, WA",3,Peak,1,500,4999,5.00,49.99,3,501,1000,0,2.987
844,"Spokane, WA",3,Peak,1,500,4999,5.00,49.99,4,1001,1500,0,3.45
844,"Spokane, WA",3,Peak,1,500,4999,5.00,49.99,5,1501,2000,0,3.913
844,"Spokane, WA",3,Peak,1,500,4999,5.00,49.99,6,2001,2500,0,4.376
844,"Spokane, WA",3,Peak,1,500,4999,5.00,49.99,7,2501,3000,0,4.839
844,"Spokane, WA",3,Peak,1,500,4999,5.00,49.99,8,3001,3500,0,5.301
844,"Spokane, WA",3,Peak,1,500,4999,5.00,49.99,9,3501,4000,0,5.764
844,"Spokane, WA",3,Peak,1,500,4999,5.00,49.99,10,4001,999999,0,25.112
844,"Spokane, WA",3,Peak,2,5000,9999,50.00,99.99,1,0,250,0,4.355
844,"Spokane, WA",3,Peak,2,5000,9999,50.00,99.99,2,251,500,0,4.586
844,"Spokane, WA",3,Peak,2,5000,9999,50.00,99.99,3,501,1000,0,5.049
844,"Spokane, WA",3,Peak,2,5000,9999,50.00,99.99,4,1001,1500,0,5.512
844,"Spokane, WA",3,Peak,2,5000,9999,50.00,99.99,5,1501,2000,0,5.975
844,"Spokane, WA",3,Peak,2,5000,9999,50.00,99.99,6,2001,2500,0,6.438
844,"Spokane, WA",3,Peak,2,5000,9999,50.00,99.99,7,2501,3000,0,6.9
844,"Spokane, WA",3,Peak,2,5000,9999,50.00,99.99,8,3001,3500,0,7.363
844,"Spokane, WA",3,Peak,2,5000,9999,50.00,99.99,9,3501,4000,0,7.826
844,"Spokane, WA",3,Peak,2,5000,9999,50.00,99.99,10,4001,999999,0,27.174
844,"Spokane, WA",3,Peak,3,10000,999999,100.00,9999.99,1,0,250,0,10.541
844,"Spokane, WA",3,Peak,3,10000,999999,100.00,9999.99,2,251,500,0,10.772
844,"Spokane, WA",3,Peak,3,10000,999999,100.00,9999.99,3,501,1000,0,11.235
844,"Spokane, WA",3,Peak,3,10000,999999,100.00,9999.99,4,1001,1500,0,11.698
844,"Spokane, WA",3,Peak,3,10000,999999,100.00,9999.99,5,1501,2000,0,12.161
844,"Spokane, WA",3,Peak,3,10000,999999,100.00,9999.99,6,2001,2500,0,12.624
844,"Spokane, WA",3,Peak,3,10000,999999,100.00,9999.99,7,2501,3000,0,13.087
844,"Spokane, WA",3,Peak,3,10000,999999,100.00,9999.99,8,3001,3500,0,13.549
844,"Spokane, WA",3,Peak,3,10000,999999,100.00,9999.99,9,3501,4000,0,14.012
844,"Spokane, WA",3,Peak,3,10000,999999,100.00,9999.99,10,4001,999999,0,33.36
848,"Yakima, WA",3,NonPeak,1,500,4999,5.00,49.99,1,0,250,0,2.161
848,"Yakima, WA",3,NonPeak,1,500,4999,5.00,49.99,2,251,500,0,2.379
848,"Yakima, WA",3,NonPeak,1,500,4999,5.00,49.99,3,501,1000,0,2.815
848,"Yakima, WA",3,NonPeak,1,500,4999,5.00,49.99,4,1001,1500,0,3.252
848,"Yakima, WA",3,NonPeak,1,500,4999,5.00,49.99,5,1501,2000,0,3.688
848,"Yakima, WA",3,NonPeak,1,500,4999,5.00,49.99,6,2001,2500,0,4.124
848,"Yakima, WA",3,NonPeak,1,500,4999,5.00,49.99,7,2501,3000,0,4.56
848,"Yakima, WA",3,NonPeak,1,500,4999,5.00,49.99,8,3001,3500,0,4.997
848,"Yakima, WA",3,NonPeak,1,500,4999,5.00,49.99,9,3501,4000,0,5.433
848,"Yakima, WA",3,NonPeak,1,500,4999,5.00,49.99,10,4001,999999,0,23.669
848,"Yakima, WA",3,NonPeak,2,5000,9999,50.00,99.99,1,0,250,0,4.105
848,"Yakima, WA",3,NonPeak,2,5000,9999,50.00,99.99,2,251,500,0,4.323
848,"Yakima, WA",3,NonPeak,2,5000,9999,50.00,99.99,3,501,1000,0,4.759
848,"Yakima, WA",3,NonPeak,2,5000,9999,50.00,99.99,4,1001,1500,0,5.195
848,"Yakima, WA",3,NonPeak,2,5000,9999,50.00,99.99,5,1501,2000,0,5.631
848,"Yakima, WA",3,NonPeak,2,5000,9999,50.00,99.99,6,2001,2500,0,6.068
848,"Yakima, WA",3,NonPeak,2,5000,9999,50.00,99.99,7,2501,3000,0,6.504
848,"Yakima, WA",3,NonPeak,2,5000,9999,50.00,99.99,8,3001,3500,0,6.94
848,"Yakima, WA",3,NonPeak,2,5000,9999,50.00,99.99,9,3501,4000,0,7.376
848,"Yakima, WA",3,NonPeak,2,5000,9999,50.00,99.99,10,4001,999999,0,25.612
848,"Yakima, WA",3,NonPeak,3,10000,999999,100.00,9999.99,1,0,250,0,9.935
848,"Yakima, WA",3,NonPeak,3,10000,999999,100.00,9999.99,2,251,500,0,10.153
848,"Yakima, WA",3,NonPeak,3,10000,999999,100.00,9999.99,3,501,1000,0,10.589
848,"Yakima, WA",3,NonPeak,3,10000,999999,100.00,9999.99,4,1001,1500,0,11.026
848,"Yakima, WA",3,NonPeak,3,10000,999999,100.00,9999.99,5,1501,2000,0,11.462
848,"Yakima, WA",3,NonPeak,3,10000,999999,100.00,9999.99,6,2001,2500,0,11.898
848,"Yakima, WA",3,NonPeak,3,10000,999999,100.00,9999.99,7,2501,3000,0,12.334
848,"Yakima, WA",3,NonPeak,3,10000,999999,100.00,9999.99,8,3001,3500,0,12.771
848,"Yakima, WA",3,NonPeak,3,10000,999999,100.00,9999.99,9,3501,4000,0,13.207
848,"Yakima, WA",3,NonPeak,3,10000,999999,100.00,9999.99,10,4001,999999,0,31.443
848,"Yakima, WA",3,Peak,1,500,4999,5.00,49.99,1,0,250,0,2.293
848,"Yakima, WA",3,Peak,1,500,4999,5.00,49.99,2,251,500,0,2.524
848,"Yakima, WA",3,Peak,1,500,4999,5.00,49.99,3,501,1000,0,2.987
848,"Yakima, WA",3,Peak,1,500,4999,5.00,49.99,4,1001,1500,0,3.45
848,"Yakima, WA",3,Peak,1,500,4999,5.00,49.99,5,1501,2000,0,3.913
848,"Yakima, WA",3,Peak,1,500,4999,5.00,49.99,6,2001,2500,0,4.376
848,"Yakima, WA",3,Peak,1,500,4999,5.00,49.99,7,2501,3000,0,4.839
848,"Yakima, WA",3,Peak,1,500,4999,5.00,49.99,8,3001,3500,0,5.301
848,"Yakima, WA",3,Peak,1,500,4999,5.00,49.99,9,3501,4000,0,5.764
848,"Yakima, WA",3,Peak,1,500,4999,5.00,49.99,10,4001,999999,0,25.112
848,"Yakima, WA",3,Peak,2,5000,9999,50.00,99.99,1,0,250,0,4.355
848,"Yakima, WA",3,Peak,2,5000,9999,50.00,99.99,2,251,500,0,4.586
848,"Yakima, WA",3,Peak,2,5000,9999,50.00,99.99,3,501,1000,0,5.049
848,"Yakima, WA",3,Peak,2,5000,9999,50.00,99.99,4,1001,1500,0,5.512
848,"Yakima, WA",3,Peak,2,5000,9999,50.00,99.99,5,1501,2000,0,5.975
848,"Yakima, WA",3,Peak,2,5000,9999,50.00,99.99,6,2001,2500,0,6.438
848,"Yakima, WA",3,Peak,2,5000,9999,50.00,99.99,7,2501,3000,0,6.9
848,"Yakima, WA",3,Peak,2,5000,9999,50.00,99.99,8,3001,3500,0,7.363
848,"Yakima, WA",3,Peak,2,5000,9999,50.00,99.99,9,3501,4000,0,7.826
848,"Yakima, WA",3,Peak,2,5000,9999,50.00,99.99,10,4001,999999,0,27.174
848,"Yakima, WA",3,Peak,3,10000,999999,100.00,9999.99,1,0,250,0,10.541
848,"Yakima, WA",3,Peak,3,10000,999999,100.00,9999.99,2,251,500,0,10.772
848,"Yakima, WA",3,Peak,3,10000,999999,100.00,9999.99,3,501,1000,0,11.235
848,"Yakima, WA",3,Peak,3,10000,999999,100.00,9999.99,4,1001,1500,0,11.698
848,"Yakima, WA",3,Peak,3,10000,999999,100.00,9999.99,5,1501,2000,0,12.161
848,"Yakima, WA",3,Peak,3,10000,999999,100.00,9999.99,6,2001,2500,0,12.624
848,"Yakima, WA",3,Peak,3,10000,999999,100.00,9999.99,7,2501,3000,0,13.087
848,"Yakima, WA",3,Peak,3,10000,999999,100.00,9999.99,8,3001,3500,0,13.549
848,"Yakima, WA",3,Peak,3,10000,999999,100.00,9999.99,9,3501,4000,0,14.012
848,"Yakima, WA",3,Peak,3,10000,999999,100.00,9999.99,10,4001,999999,0,33.36
852,"Charleston, WV",2,NonPeak,1,500,4999,5.00,49.99,1,0,250,0,2.161
852,"Charleston, WV",2,NonPeak,1,500,4999,5.00,49.99,2,251,500,0,2.379
852,"Charleston, WV",2,NonPeak,1,500,4999,5.00,49.99,3,501,1000,0,2.815
852,"Charleston, WV",2,NonPeak,1,500,4999,5.00,49.99,4,1001,1500,0,3.252
852,"Charleston, WV",2,NonPeak,1,500,4999,5.00,49.99,5,1501,2000,0,3.688
852,"Charleston, WV",2,NonPeak,1,500,4999,5.00,49.99,6,2001,2500,0,4.124
852,"Charleston, WV",2,NonPeak,1,500,4999,5.00,49.99,7,2501,3000,0,4.56
852,"Charleston, WV",2,NonPeak,1,500,4999,5.00,49.99,8,3001,3500,0,4.997
852,"Charleston, WV",2,NonPeak,1,500,4999,5.00,49.99,9,3501,4000,0,5.433
852,"Charleston, WV",2,NonPeak,1,500,4999,5.00,49.99,10,4001,999999,0,23.669
852,"Charleston, WV",2,NonPeak,2,5000,9999,50.00,99.99,1,0,250,0,4.105
852,"Charleston, WV",2,NonPeak,2,5000,9999,50.00,99.99,2,251,500,0,4.323
852,"Charleston, WV",2,NonPeak,2,5000,9999,50.00,99.99,3,501,1000,0,4.759
852,"Charleston, WV",2,NonPeak,2,5000,9999,50.00,99.99,4,1001,1500,0,5.195
852,"Charleston, WV",2,NonPeak,2,5000,9999,50.00,99.99,5,1501,2000,0,5.631
852,"Charleston, WV",2,NonPeak,2,5000,9999,50.00,99.99,6,2001,2500,0,6.068
852,"Charleston, WV",2,NonPeak,2,5000,9999,50.00,99.99,7,2501,3000,0,6.504
852,"Charleston, WV",2,NonPeak,2,5000,9999,50.00,99.99,8,3001,3500,0,6.94
852,"Charleston, WV",2,NonPeak,2,5000,9999,50.00,99.99,9,3501,4000,0,7.376
852,"Charleston, WV",2,NonPeak,2,5000,9999,50.00,99.99,10,4001,999999,0,25.612
852,"Charleston, WV",2,NonPeak,3,10000,999999,100.00,9999.99,1,0,250,0,9.935
852,"Charleston, WV",2,NonPeak,3,10000,999999,100.00,9999.99,2,251,500,0,10.153
852,"Charleston, WV",2,NonPeak,3,10000,999999,100.00,9999.99,3,501,1000,0,10.589
852,"Charleston, WV",2,NonPeak,3,10000,999999,100.00,9999.99,4,1001,1500,0,11.026
852,"Charleston, WV",2,NonPeak,3,10000,999999,100.00,9999.99,5,1501,2000,0,11.462
